0.083407,0.14144
0.083407,0.41122
0.083407,0.096054
0.083407,-0.6771
0.083407,-0.17628
0.083407,0.6541
0.083407,0.88732
0.083407,-0.63227
0.083407,-0.40574
0.083407,-0.2372
-6.3047,-6.2735
-6.3047,-6.1042
-6.3047,-5.786
-6.3047,-5.8041
-6.3047,-6.7154
-6.3047,-5.8531
-6.3047,-5.8005
-6.3047,-6.5976
-6.3047,-7.0231
-5.7281,-5.4117
-5.7281,-5.417
-5.7281,-4.8599
-5.7281,-5.955
-5.7281,-5.6186
-5.7281,-5.8531
-5.7281,-6.3789
-5.7281,-6.4542
-5.7281,-5.0835
-5.4117,-5.7281
-5.4117,-5.417
-5.4117,-4.8599
-5.4117,-5.955
-5.4117,-5.786
-5.4117,-5.6186
-5.4117,-4.601
-5.4117,-5.8531
-5.4117,-4.9639
-5.4117,-6.3789
-5.4117,-5.0835
0.14144,0.083407
0.14144,0.88732
0.14144,-0.2372
-3.527,-2.7208
-3.527,-3.1306
-3.527,-3.6905
-3.527,-3.4701
-3.527,-2.6044
-3.527,-2.7981
-3.527,-3.8371
-3.527,-4.089
-3.527,-4.0149
-3.527,-3.2676
-5.3047,-5.0664
-5.3047,-5.2068
-5.3047,-4.321
-5.3047,-4.5384
-5.417,-5.7281
-5.417,-5.4117
-5.417,-6.1042
-5.417,-4.4332
-5.417,-5.786
-5.417,-4.6905
-5.417,-5.6186
-5.417,-4.601
-5.417,-5.8531
-5.417,-5.8005
-5.417,-4.9639
-5.417,-4.8836
-5.417,-6.3789
-5.417,-5.0835
-5.417,-5.0861
5.3956,4.5211
5.3956,5.5738
5.3956,5.6329
-2.7208,-3.527
-2.7208,-3.1306
-2.7208,-3.6905
-2.7208,-2.2511
-2.7208,-2.6044
-2.7208,-2.7981
-2.7208,-1.7918
-2.7208,-1.9484
4.5158,3.8201
4.5158,4.7332
4.5158,4.5211
4.5158,5.2218
-4.0835,-4.4332
-4.0835,-4.6905
-4.0835,-4.601
-4.0835,-4.0382
-4.0835,-3.8374
-5.474,-6.2735
-5.474,-4.949
-5.474,-5.8041
-5.474,-5.8005
-5.474,-4.8836
-5.474,-5.0975
6.1516,5.8229
6.1516,6.4751
6.1516,5.5832
2.8774,2.5223
2.8774,1.9569
2.8774,2.2727
2.8774,3.8037
3.8201,4.5158
3.8201,3.4948
3.8201,3.4642
-4.2262,-4.5459
-4.2262,-5.0664
-4.2262,-3.5354
-4.2262,-4.089
-4.2262,-4.321
-3.1306,-3.527
-3.1306,-2.7208
-3.1306,-3.6905
-3.1306,-2.2511
-3.1306,-2.7981
5.6491,5.2036
5.6491,5.7822
5.6491,6.4985
5.6491,5.2357
5.6491,4.883
5.6491,6.01
-0.47442,-0.66812
-0.47442,-0.1232
-0.47442,0.30283
-0.47442,0.45039
-0.47442,0.10876
-0.47442,-0.77432
-0.47442,-0.23383
-6.7685,-6.1042
-6.7685,-7.5556
-6.7685,-5.8531
-6.7685,-6.3789
-6.7685,-6.4542
-6.7685,-6.5976
-6.7685,-7.0231
0.066986,0.33293
0.066986,-0.1232
0.066986,0.30283
0.066986,0.45039
0.066986,0.79794
0.066986,-0.77432
0.066986,0.68606
0.066986,-0.23383
0.33293,0.066986
0.33293,0.45039
0.33293,0.79794
0.33293,1.0079
0.33293,0.41422
0.33293,-0.23383
1.0029,1.6567
1.0029,0.41122
1.0029,0.096054
1.0029,1.4144
1.0029,0.6541
1.0029,1.7706
1.0029,0.79997
1.0029,0.75384
1.0029,0.65371
2.5223,2.8774
2.5223,1.9569
2.5223,1.7512
2.5223,3.1421
2.5223,2.0258
-6.2735,-6.3047
-6.2735,-5.474
-6.2735,-5.8041
-6.2735,-6.7154
-6.2735,-5.8005
1.6567,1.0029
1.6567,2.5608
1.6567,1.4144
1.6567,1.7706
8.035,7.2589
8.035,7.3765
-3.6905,-3.527
-3.6905,-2.7208
-3.6905,-3.1306
-3.6905,-4.4211
-3.6905,-3.4701
-3.6905,-3.8371
-3.6905,-4.0149
-0.016068,0.34322
-0.016068,-0.66812
-0.016068,-0.1232
-0.016068,0.39567
-0.016068,0.10876
-0.016068,-0.21307
-0.016068,0.73173
-0.016068,0.6382
2.6727,1.6698
2.6727,2.81
2.6727,3.4642
7.806,7.5437
3.6717,4.616
3.6717,3.1421
3.6717,4.3748
3.6717,3.958
3.6717,3.8037
-2.2511,-2.7208
-2.2511,-3.1306
-2.2511,-1.7918
-2.2511,-1.9592
-2.2511,-1.9484
-1.1929,-1.1745
-1.1929,-1.4064
-1.1929,-1.9592
-1.1929,-1.5623
-1.1929,-1.9484
-1.1929,-0.90552
-1.1929,-0.92804
-1.1929,-0.31437
-1.1929,-0.75931
2.5608,1.6567
2.5608,3.4948
2.5608,2.81
-4.4211,-3.6905
-4.4211,-4.6738
-4.4211,-4.0149
0.41122,0.083407
0.41122,1.0029
0.41122,0.096054
0.41122,1.4144
0.41122,-0.17628
0.41122,0.6541
0.41122,0.88732
0.41122,0.65371
0.41122,-0.2372
0.34322,-0.016068
0.34322,0.78878
0.34322,-0.1232
0.34322,0.30283
0.34322,0.39567
0.34322,0.10876
0.34322,0.73173
0.34322,1.0354
0.34322,1.0513
0.34322,1.019
0.34322,0.6382
-4.0712,-4.6905
-4.0712,-4.4446
-4.0712,-4.8836
-4.0712,-4.0382
-4.0712,-3.8374
5.2036,5.6491
5.2036,4.8317
5.2036,5.8229
5.2036,5.9914
5.2036,4.3747
5.2036,5.4753
5.2036,5.2357
5.2036,4.883
5.2036,6.01
-7.326,-7.9809
3.721,3.3932
3.721,4.5211
3.721,4.358
3.721,3.4642
7.3224,6.7703
7.3224,6.4751
3.3932,3.721
3.3932,3.4642
2.0542,1.673
2.0542,1.3966
2.0542,1.0602
2.0542,1.3104
-4.8599,-5.7281
-4.8599,-5.4117
-4.8599,-4.601
-4.8599,-5.0835
-6.1042,-6.3047
-6.1042,-5.417
-6.1042,-6.7685
-6.1042,-5.786
-6.1042,-5.8041
-6.1042,-5.6186
-6.1042,-6.7154
-6.1042,-5.8531
-6.1042,-5.8005
-6.1042,-6.3789
-6.1042,-6.5976
-6.1042,-7.0231
5.1393,4.8317
5.1393,5.8229
5.1393,4.3747
5.1393,5.4753
5.1393,5.5832
-1.1745,-1.1929
-1.1745,-1.4064
-1.1745,-0.98483
-1.1745,-1.7918
-1.1745,-1.9592
-1.1745,-0.25161
-1.1745,-0.63227
-1.1745,-1.9484
-1.1745,-0.90552
-1.1745,-0.40574
-1.1745,-0.92804
-4.4332,-5.417
-4.4332,-4.0835
-4.4332,-4.6905
-4.4332,-4.601
-4.4332,-4.9639
-4.4332,-4.8836
-4.4332,-4.0382
-4.4332,-3.8374
-4.4332,-5.0835
-4.4332,-5.0861
0.7587,0.022377
0.7587,0.79997
0.7587,0.75384
0.7587,1.6698
0.7587,0.069903
1.673,2.0542
1.673,1.9569
1.673,1.3779
1.673,2.2727
1.673,1.3966
1.673,1.0602
1.673,1.0513
1.673,1.019
1.673,1.3104
5.1024,4.616
5.1024,5.7822
5.1024,4.7529
5.1024,4.2283
4.616,3.6717
4.616,5.1024
4.616,4.7529
4.616,4.3748
4.616,3.958
4.616,5.2357
4.616,4.883
7.5437,7.806
-5.955,-5.7281
-5.955,-5.4117
-5.955,-6.4542
-3.4701,-3.527
-3.4701,-3.6905
-3.4701,-2.9183
-3.4701,-2.6044
-3.4701,-2.7981
-3.4701,-3.8371
-3.4701,-4.089
-3.4701,-4.0149
-3.4701,-4.321
-3.4701,-3.2676
-2.9183,-3.4701
-2.9183,-2.6044
-2.9183,-2.0356
-2.9183,-2.7981
-2.9183,-3.5354
-2.9183,-3.2676
4.7332,4.5158
4.7332,5.2218
-4.949,-5.474
-4.949,-5.8041
-4.949,-4.4446
-4.949,-4.8836
-4.949,-5.0975
0.096054,0.083407
0.096054,1.0029
0.096054,0.41122
0.096054,0.022377
0.096054,-0.17628
0.096054,0.6541
0.096054,-0.25161
0.096054,-0.63227
0.096054,0.79997
0.096054,0.75384
0.096054,0.069903
0.096054,-0.092456
0.096054,0.65371
0.096054,-0.40574
0.096054,-0.31437
-0.66812,-0.47442
-0.66812,-0.016068
-0.66812,0.10876
-0.66812,-0.21307
1.4144,1.0029
1.4144,1.6567
1.4144,0.41122
1.4144,0.6541
1.4144,0.88732
-2.6044,-3.527
-2.6044,-2.7208
-2.6044,-3.4701
-2.6044,-2.9183
-2.6044,-2.0356
-2.6044,-2.7981
-2.6044,-1.7918
-2.6044,-1.9484
-2.6044,-3.2676
1.9569,2.8774
1.9569,2.5223
1.9569,1.673
1.9569,1.3779
1.9569,2.2727
1.9569,1.7512
1.9569,1.3966
1.9569,1.0354
1.9569,1.435
1.9569,1.552
-0.6771,0.083407
-0.6771,-1.4064
-0.6771,-0.17628
-0.6771,-0.98483
-0.6771,-0.63227
-0.6771,-1.5424
-0.6771,-0.40574
-0.6771,-1.0081
-0.6771,-0.2372
-5.786,-6.3047
-5.786,-5.4117
-5.786,-5.417
-5.786,-6.1042
-5.786,-5.8041
-5.786,-5.6186
-5.786,-5.8531
-5.786,-5.8005
-5.786,-4.9639
-5.786,-4.8836
-5.786,-6.3789
-5.786,-6.5976
-5.786,-5.0975
-5.786,-5.0861
1.3779,1.673
1.3779,1.9569
1.3779,2.2727
1.3779,1.7512
1.3779,1.3966
1.3779,1.0602
1.3779,0.73173
1.3779,1.0354
1.3779,1.435
1.3779,1.0513
1.3779,1.019
1.3779,0.6382
1.3779,1.552
6.6888,7.2589
6.6888,6.3679
6.6888,5.751
6.6888,6.301
0.022377,0.7587
0.022377,0.096054
0.022377,-0.25161
0.022377,0.75384
0.022377,0.069903
0.022377,-0.092456
0.022377,-0.90552
0.022377,-0.31437
0.022377,-0.75931
-0.61997,-0.77432
-0.61997,-0.23383
-4.6905,-5.417
-4.6905,-4.0835
-4.6905,-4.0712
-4.6905,-4.4332
-4.6905,-4.4446
-4.6905,-4.9639
-4.6905,-4.8836
-4.6905,-4.0382
-4.6905,-5.0975
-4.6905,-3.8374
-4.6905,-5.0861
7.2589,8.035
7.2589,6.6888
7.2589,7.3765
7.2589,7.3742
-4.5459,-4.2262
-4.5459,-5.0664
-1.4064,-1.1929
-1.4064,-1.1745
-1.4064,-0.6771
-1.4064,-2.0356
-1.4064,-0.98483
-1.4064,-1.7918
-1.4064,-0.63227
-1.4064,-1.5424
-1.4064,-1.9484
-1.4064,-0.92804
-0.17628,0.083407
-0.17628,0.41122
-0.17628,0.096054
-0.17628,-0.6771
-0.17628,0.6541
-0.17628,-0.98483
-0.17628,-0.25161
-0.17628,-0.63227
-0.17628,0.069903
-0.17628,-0.092456
-0.17628,0.65371
-0.17628,-0.40574
-0.17628,-0.92804
-0.17628,-0.2372
0.6541,0.083407
0.6541,1.0029
0.6541,0.41122
0.6541,0.096054
0.6541,1.4144
0.6541,-0.17628
0.6541,0.88732
0.6541,0.79997
0.6541,0.65371
-2.0356,-2.9183
-2.0356,-2.6044
-2.0356,-1.4064
-2.0356,-2.7981
-2.0356,-1.7918
-2.0356,-1.5424
4.5211,5.3956
4.5211,4.5158
4.5211,3.721
4.5211,4.358
0.81149,0.78878
0.81149,0.39567
0.81149,1.0354
0.81149,1.435
0.81149,1.3842
0.78878,0.34322
0.78878,0.81149
0.78878,1.7512
0.78878,0.39567
0.78878,0.73173
