-1.1657,-0.38414
-7.374,-7.9351
-7.374,-6.9172
-7.374,-6.6111
-5.8743,-6.6707
-5.8743,-5.0962
-5.5141,-5.5764
-5.5141,-4.6961
-1.1107,-0.61511
-5.8248,-5.7327
-5.8248,-6.6938
-5.8248,-6.2244
-7.6784,-6.7995
-5.8682,-6.803
5.2979,4.5216
-3.6269,-3.8189
-3.6269,-2.9896
-3.6269,-4.2783
6.1274,5.1684
6.1274,6.3469
-6.6707,-5.8743
-6.6707,-6.8686
-6.6707,-7.3806
-6.6707,-6.803
-6.5481,-7.2569
-6.5481,-6.5525
-6.5481,-6.6508
7.3123,6.7972
7.3123,7.6241
7.3123,6.5023
7.3123,8.073
3.7023,4.4571
3.7023,4.3246
3.7381,4.5259
3.7381,4.4763
-7.0319,-6.7995
-7.0319,-6.0518
-7.0319,-6.7459
-7.0319,-6.3233
-3.8189,-3.6269
-3.8189,-4.7682
6.3078,6.4095
6.3078,5.4195
6.3078,5.3902
6.3078,6.8746
6.3078,6.2311
-4.6724,-3.969
0.24983,0.6155
0.6155,0.24983
0.6155,1.3736
2.4339,3.3523
3.6464,4.5285
3.6464,2.6945
-7.3123,-7.2569
-7.3123,-6.5525
-7.3123,-7.8918
7.3554,6.6833
7.3554,6.4189
7.3554,7.539
-5.7327,-5.8248
-5.7327,-4.9018
-5.7327,-5.2949
-5.7327,-6.2244
-1.2684,-1.0196
-1.2684,-2.1152
-1.2684,-0.7682
4.5259,3.7381
4.5259,5.1043
4.5259,4.1501
4.5259,4.4763
6.6217,7.2484
4.4571,3.7023
4.4571,4.5285
4.4571,5.3902
4.4571,4.848
-3.7338,-4.2975
-1.0486,-0.93847
-1.0486,-0.54266
-1.0486,-0.085832
3.1238,2.4893
3.1238,3.2138
-0.17533,-0.10676
-1.0196,-1.2684
-1.0196,-1.6825
-1.0196,-0.7682
-2.7266,-2.9896
6.4095,6.3078
6.4095,6.7108
6.4095,7.2032
6.4095,5.5855
6.4095,6.2311
-8.6689,-7.6662
-8.6689,-8.5257
3.77,4.5216
7.6845,7.2484
4.5216,5.2979
4.5216,3.77
4.5216,5.1684
3.2501,2.5428
-6.8686,-6.6707
-6.8686,-7.7662
-7.9351,-7.374
-7.9351,-7.8095
6.7972,7.3123
6.7972,6.5023
6.7972,7.1628
0.21449,0.18553
0.21449,-0.23679
0.21449,0.86718
0.21449,-0.12297
-6.9172,-7.374
-6.9172,-7.8095
-6.9172,-6.6111
0.36372,-0.54266
0.36372,-0.085832
1.9856,1.3185
5.5206,5.0886
5.5206,5.3902
5.5206,6.0997
5.5206,4.848
5.5206,6.2311
5.4195,6.3078
5.4195,4.5285
5.4195,5.3902
5.4195,5.5855
-7.3806,-6.6707
-7.3806,-6.803
-7.3806,-7.7662
-4.7682,-3.8189
-4.7682,-4.9018
-4.7682,-5.2949
-4.7682,-4.2783
-5.3096,-6.0518
-5.3096,-5.2949
-5.3096,-6.1244
-4.8061,-3.96
-4.8061,-4.5604
2.4893,3.1238
2.4893,1.7857
2.4893,3.2161
1.3776,0.68012
1.3776,1.0521
0.35851,-0.38414
0.35851,1.2731
0.35851,-0.12297
0.35851,0.56695
-7.3667,-6.6508
1.3743,0.47281
1.3743,2.0202
1.3743,1.3736
5.9689,6.6833
5.9689,6.4189
5.9689,5.1659
0.18553,0.21449
0.18553,-0.23679
0.18553,0.86718
0.18553,-0.085832
-3.0653,-2.1777
-3.0653,-2.5678
-3.0653,-3.7398
-5.5764,-5.5141
5.8021,6.6833
-8.5251,-7.8918
-0.89528,-0.23679
-0.89528,-0.93847
4.3237,5.1043
4.3237,4.1501
1.7857,2.4893
-3.8202,-2.9896
-3.8202,-4.2783
4.2317,4.4763
-1.6825,-1.0196
-4.6961,-5.5141
-4.6961,-4.5604
-1.8913,-0.93847
0.68012,1.3776
0.68012,0.17811
-2.1777,-3.0653
-2.1777,-2.5678
-2.1777,-1.4837
7.5512,6.8746
5.1684,6.1274
5.1684,4.5216
-2.1152,-1.2684
-2.1152,-2.8436
1.0521,1.3776
1.0521,0.70902
1.0521,0.53574
1.0521,1.3241
5.0886,5.5206
-6.7995,-7.6784
-6.7995,-7.0319
-6.7995,-6.1244
7.2484,6.6217
7.2484,7.6845
7.2484,8.0496
-6.0518,-7.0319
-6.0518,-5.3096
-6.0518,-5.2949
-6.0518,-6.1244
-6.0518,-6.2244
-6.0518,-6.3233
4.5285,3.6464
4.5285,4.4571
4.5285,5.4195
-4.9018,-5.7327
-4.9018,-4.7682
0.31411,0.97056
5.1043,4.5259
5.1043,4.3237
5.1043,4.1501
5.1043,5.6819
-0.40764,0.47281
-0.40764,-0.7682
-0.40764,-0.0055804
6.6833,7.3554
6.6833,5.9689
6.6833,5.8021
6.6833,6.4189
6.6833,7.539
5.321,5.1659
6.3469,6.1274
5.3902,6.3078
5.3902,4.4571
5.3902,5.5206
5.3902,5.4195
5.3902,4.848
5.3902,6.2311
7.328,6.8746
7.328,7.2032
-2.5678,-3.0653
-2.5678,-2.1777
6.8746,6.3078
6.8746,7.5512
6.8746,7.328
6.8746,6.2311
-6.803,-5.8682
-6.803,-6.6707
-6.803,-7.3806
0.47281,1.3743
0.47281,-0.40764
0.47281,0.70902
-0.38414,-1.1657
-0.38414,0.35851
-0.38414,-0.10676
3.2138,3.1238
3.2138,3.3523
2.2562,2.0202
-0.23679,0.21449
-0.23679,0.18553
-0.23679,-0.89528
-0.23679,-0.93847
-0.23679,-0.085832
6.0997,5.5206
3.2161,2.4893
-5.2949,-5.7327
-5.2949,-4.7682
-5.2949,-5.3096
-5.2949,-6.0518
